"Cluster","Organization","ProjectCode","MONTH","Objective","Priority","Activity","Indicator","Accumulative","Country","Admin1","AnnualTarget","Achieved"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Kaolack","1256","0.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Kédougou","344","27.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Kolda","2527","64.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Louga","1378","33.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Matam","2795","205.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Saint-Louis","2125","64.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Sédhiou","1098","6.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Tambacounda","1437","184.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Thiès","3092","101.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number girls) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Diourbel","2311","274.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number girls) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Fatick","784","58.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number girls) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Kaffrine","1124","155.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number girls) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Kaolack","1256","0.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number girls) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Kédougou","344","26.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number girls) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Kolda","2527","63.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number girls) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Louga","1378","32.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number girls) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Matam","2794","205.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number girls) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Saint-Louis","2125","63.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number girls) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Sédhiou","1097","6.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number girls) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Tambacounda","1437","183.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number girls) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Thiès","3092","101.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number girls) affected by severe acute malnutrition discharged cured / defaulter / death","NO","Senegal","Ziguinchor","1101","0.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Numbergirls) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Diourbel","2311","189.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Numbergirls) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Fatick","784","58.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Numbergirls) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Kaffrine","1124","149.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Numbergirls) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Kaolack","1256","0.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Numbergirls) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Kédougou","344","42.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Numbergirls) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Kolda","2527","88.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Numbergirls) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Louga","1378","48.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Numbergirls) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Matam","2794","166.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Numbergirls) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Saint-Louis","2125","80.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Numbergirls) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Sédhiou","1097","6.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Numbergirls) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Tambacounda","1437","191.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Numbergirls) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Thiès","3092","113.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","February","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Numbergirls) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Ziguinchor","1101","0.00"
"Nutrition","United Nations Children's Fund","SEN-14/H/65148","March","OBJECTIVE 3","Priority 5: Malnutrition","Integrated management of severe acute malnutrition","Number Children 6-59 months (Number boys) affected by severe acute malnutrition admitted for treatment","NO","Senegal","Diourbel","2311","145.00"
